topic,post,context
312310,492,库克把苹果做大做强了，但并没有做好。苹果早就不是以前改变世界，引领创新的科技公司 Apple 了，而是一家十足的商业公司。他们肯定知道高刷、大内存的重要性，否则就不会在 Pro 上配备了，但就是在标准款上恶心消费者一把。不过苹果在全面屏时代之后才开始一年四部地发，原来 6/6s/7/8 都是每年一迭代，而且首发价格也从 X 开始一路狂飙。怀疑是苹果 13 年挖来的前奢侈品公司总裁 Angela Ahrendts 在定价上起了不小影响（或者至少从挖她来可以看出库克是有意把苹果打造成奢侈品的），她在苹果也是搞出了黄金 Apple Watch 等一堆骚操作。而标准款更像是 Pro 价格涨上去之后原本价位区间的替补，自然是不当亲儿子的
312310,481,高级 markdown 语法我一律推荐 Typora 打完复制
312310,470,MacBook 支持标准 PD 充电的，我已经一根 CC 线走天下了
312310,396,"4P4E + 12 Core GPU 的 A19 配单层主板&超大 VC 均热板,发布会现场启动原神"
312310,390,我支持钟文泽和何同学接班
312310,383,"乔布斯时代 Jony Ive 确实留下了很多印象深刻的产品，前面 Jony Ive 负责设计，乔布斯在后面兜着不至于太拉（iPhone 4 的天线除外，信号烂真苹果祖传了）,乔布斯走后，Jony Ive 在苹果里的话语权达到顶峰，然后就端出来了好几坨大的，像是 MacBook Pro、Mac Pro 垃圾桶、Apple Pencil 这些,不过库克确实是不懂设计，刘海真的是很垃圾的设计，结果还端到 Mac 上"
312310,356,"苹果在意识到 Touch Bar 不好用之后，还是把功能键加了回来,所以什么时候上全高方向键"
312310,349,"Jony Ive 的大作，没了乔布斯，他搞出一堆美丽的废物，像是,单热管压 i9,蝶式键盘,Touch Bar,MacBook Pro 砍接口"
312310,343,"印度人做 iOS 设计开倒车的又一例证,iOS 18 上 Apple 将负一屏与 App Gallary 的现实逻辑从覆盖在主屏幕上方改为了与主屏幕并列，具体可以看看以前的 iOS 划到这两个界面时，主屏幕是逐渐后退模糊的，现在就是简单的平移,当然也许是吐槽太多，也可能是 bug，Apple 在 iOS 18.1 版本重新加入了背景模糊，但在界面等级上依旧是平行关系,iOS 18 绝对是目前最不果味的一个版本，这系统端上来肯定要被乔布斯劈头盖脸骂一顿"
197546,979,小小的也很可爱
155786,7587,"摸鱼一版本要狠狠溢出了,米游这每日，一段时间不打就约等于戒掉了，现在压根不想上线,不过至少星铁能挂机，隔壁原神版本快结束了大月卡才10级"
197546,971,"越来越好奇藤椒老师手多大,6.7英寸就是我的理想手机大小,总结"
312726,161,藤椒倒模会辣吗
312688,46,就…挺抽象的，三星对自己屏幕的调教不如苹果
312688,37,"ChatGPT APP随便用，只需要账号与网络,AI 现在有后门，不排除以后会封锁"
312688,29,live photo基本是苹果&others的水平吧，安卓实况基本都是圈地自萌，不能相互分享，社交平台支持基本也是全军覆没，例如微信朋友圈实况目前还是苹果only（就OPPO和苹果兼容度最高，可以发小红书微博这些）
312688,3,拍照首先排除苹果吧，国产影像旗舰爆杀
312310,316,"一般是有大更新的时候换，例如,好在iPhone保值率坚挺，折旧叠加促销价格也还可以接受"
312273,39,"感觉这个条件并不够明确，如果说是满足理想中生活的需求就有点过强了，有点“反正够花，多出来的也没差”的感觉，这种条件下能有个相爱的人就是最好的生活了,，（也可能是我压根不对跨越阶级有任何想法）；但如果退一步，只是保证生存的话，对我自己来说会先以个人发展为第一目标，毕竟经济基础决定上层建筑，没钱别的都是虚的"
312273,36,"什么水平算是名门望族呢，什么水平又算是中下呢,和长公主结婚的话别的问题都不能算问题"
312574,20,全票通过！
312310,308,戴上手机壳，假装无事发生
312310,304,"说真的0.4mm有啥区别,比起厚度，边框从直角变成弧形对手感的提升要更明显，至少和原来的12pm换成15pm之后，裸奔可以不硌手，,结果不出意外地摔了"
312564,24,早有前科
312574,16,没有，没有，没有
312582,110,真要论起来其实基督教才是反同大本营，老祖宗是只要有儿子其他随便，毕竟“龙阳之好”
197546,945,"感觉没可能吧，那镜头凸起有点疯狂了,，还是说主摄也能潜望（"
312596,3,"内存换双通道16Gx2,显卡可以考虑4060Ti 16G?,感觉i5这个级别风冷也能压,以及电源500W就够了"
197546,928,"讲真我猜就是iPhone 20，大概率不会有 one more thing 了，苹果现在重心也不在iPhone上，到20能把现在那些一直以来诟病的问题完全改善我觉得就算,大更新,史诗级更新了"
312310,246,"iPhone 20到时候会叫什么呢？iPhone XX吗,你叉叉"
312564,10,上大学了还能被老灯借社交账号，这是儿子还是孙子
312310,241,"15系列就该改名叫14 USB-C版，除了pro内存和typec接口都是如升,这波是致敬iPhone 5c"
312310,115,"还真是,现在在Ubuntu上刷水源发现了同样的问题"
312310,104,"Sir, this way"
312310,102,"设计上逐年开倒车，咖喱味倒是一年比一年重,直到现在还是喜欢iOS13/14的感觉,水源助手会吞字体,还有横屏灵动岛感觉就没调好过,我记得iOS16的时候锁屏通知的圆角鬼畜一整个大版本都没修好来着"
308904,60,"相机，已经想把大一大二去过的景点再逛一遍了,除此之外还有电动车、显示器、AirPods Pro、人体工学椅、床帘、平板"
312310,88,iOS相册本来就不好用，现在更难用了
312310,66,"确实是,那时候上高中也就发QQ打电话，所以用着还行，后来某天被我摔爆屏幕才寿终正寝,21年高考完换的12，也不算是无缝衔接吧（3月就买回来了，只不过6月才获得使用权,）"
312357,7,"lz牛！,不知道vx小程序可行嘛"
312347,17,"D5原来是有热水器的,学校什么时候才能明白独立浴室+公共厕所的合理性"
312347,12,"喜欢我东一区坑没有存水弯吗，既反味又怕手机掉下去,还有幽默D5，装修把独立卫浴反向优化成独立卫没浴"
312310,60,"我的第一款手机,，永远的苹果机皇,曾经用过的：,iPhone 6s plus 玫瑰金,iPad Air 2 （母亲单位发的，后来拿来上网课了）,Apple Watch SE,Mac mini M1（现在丢家里当机顶盒了）,iPhone 12 Pro Max 石墨色,AirPods Pro 1代,现在在用,iPhone 15 Pro Max 钛原色（618以旧换新半价入手,）,Apple Watch S9 星光色（旧表续航顶不住了春节换了新的）,MacBook Air M2 15' 星光色（23年双11和台式一起买的，爆了游戏本金币）,iPad Air 4 绿色（大学三年记笔记主力，甚至还漏光换过一次新的,）,AirPods Pro 2（3月在静安开业首发买的）,AirTag 钥匙串,考古发现这原来是藤椒老师，,当时还以为是女生"
311915,41,"不是，中文课我都不听，还能听英文课？,就这开课质量上课才是学习的最大阻碍"
155786,7526,上半低保下半打满
155786,7525,"还有人没屏蔽,哥啊"
310465,36,private-tutor like 媛
310465,18,"第一眼还以为是什么新型,市场"
310342,90,"救了自己一命,说起来当年暑假在家打原神错过了致远报名（虽然报了也未必会进），越上越感觉赚麻了"
310389,9,"现在首次发帖也无法取消了,怎么有人在水源点炒饭"
309753,43,期待藤椒老师的一周菜单
310065,18,自引一下
309726,16,老爹汉堡店
309889,12,那个在柬埔寨
303793,3,"好消息：用time machine恢复了一些,坏消息：因为没在Mac上下载原片所以只有jpeg缩略图,不管怎么说找到了就行吧"
309717,22,"高二拍的证件照一直用到大四，反正,除了老了胖了之外,也不是认不出来"
309674,4,"这其实是自动的,macOS Sequoia的Macintosh壁纸"
309674,2,感觉是你哪里设置的问题
307641,44,"哈哈哈哈哈好牛,这几天忙着推免没看见申请通知，打算下个月去专项薅钱"
307641,39,建议是先拿到再说
9478,10796,"起床准备面试了，感觉最近一个月非常神魂颠倒,又约了下午去和学院招办battle，每天都在问自己真的要被迫直博吗"
9478,10795,"睡了一会又醒了，现在焦虑到极点了,到现在还是0offer，有点后悔当时签保研名额了,，昨晚问教务老师让我自己想办法，明天还要面最后一个，现在睡不着一点,感觉快撑不住了,，虽然很清楚现在应该冷静下来好好海投，但就是不停紧张焦虑"
307641,30,还是能挤出几个人来的，毕竟名额其实也没有很多
308354,17,他们昼伏夜出，是捕鼠的小能手
308291,78,"lz假装不小心透漏自己,的消息，也许他就消停了"
308218,45,"其实高速上共速+没有行人反而更安全，但这司机配置怎么看都一有种相当不靠谱的感觉,严查科目一，这安全意识lz真的放心让他开吗"
308218,28,"前年拿了驾照之后成了家里的专职司机，前两天把坐副驾的我妈下个半死，给我赶后座了。后面慢慢稳了就全自己开，甚至高速开了两站,一开始可以在城市郊区练，熟悉一下车宽、车速、刹车距离、拐弯手感啥的，开多了就可以慢慢往人多的地方走，反正再怎么着速度够慢就没事"
308207,16,"是时候掏出这张图了,合影"
147069,3117,这下全对了
308116,5,小心被集美挂小红书
307798,19,其实这个楼里都是埃尔的小号，不信你看下一个人也这么说
307633,134,"21山东，当时和科招生老师谈好了大类包分流，报志愿前一天交大招生组打了通电话，决定报交。科大老师知道后也没当回事，说把交大放前面就行，结果真的被截胡了,，不过96个平行志愿他说了也不管用就是"
307978,9,bibtex好像是你不在正文里引用就不会出现参考文献来着
307945,19,"有iPad选iPad,这个的确很恶心，除非tb买号下载，不过yysy Goodnotes 的确好用,没有侧载需求必须是苹果>华为，换个美区ID直接当赛博美国人,感觉平板还可以，实在不能接受可以买老iPad Pro,丐中丐：iPad Pro A12Z,性价比：iPad Pro M1,不差钱：iPad Pro M4,相信我，你不会想在平板上做PPT的,只是看的话 iPad 也有 Office,感觉还不如华为的平板，lz图啥呢"
307855,37,提前占楼，不是251分不要给我打
307855,25,"赞美华为！,啊！赞美华为！是华为，让我们用上了先进的鸿蒙系统，用上了大于5G的4G！,啊！赞美华为！是华为，让人人都有机会获得251天的铁饭碗！,啊！赞美华为！是华为，赏了高通一口饭吃，帮助高通消灭680库存！,啊！赞美华为！是华为，让中国人有机会使用自己的安卓系统，有机会阻止谷歌的监控！,啊！赞美华为！是华为，让尊贵的问界车主用上最好的车机系统，还能用上最好的智慧手机支架！,啊！赞美华为！是华为，让卑微的手机用户也能拍出单反级的照片！,啊！赞美华为！是华为，让每一个中国人看清苹果、小米、联想、中兴的丑恶嘴脸！,啊！赞美华为！是华为，让周冬雨成为科技圈最炙手可热的明星！,啊！赞美华为！是华为，让每一个资本家、达官贵人都用上彰显身份的旗舰手机！,华为好！华为美！,华为为我——,增！智！慧！,在这光荣的时刻,我，一个卑微的用户，一个来自太平洋西岸的人,我大声呼喊，向全世界呼喊，华,为万岁！,华为～,万岁！,华 为 万 岁！,参考文献"
147069,3115,不会要狠狠背刺高通吧
307833,24,"所以自己DIY了一版,，平时写写大作业和笔记还算好用,直到前几天做简历想插入照片的时候，怎么放都乱跑，干脆用Acrobat编辑了"
307833,20,"当初上他数论，第一节课就把beamer全发了，结果本地一编译全是报错，不知道是不是环境没配好,后来退课了遂不了了之"
307833,6,"装Windows虚拟机再下Office,日常除了打游戏会打开Windows，其他基本全是MacBook + Ubuntu PC，但一个稳定的Windows环境可以不用，但不能没有,以及没有红课作业之后几乎完全不用Word和PPT了（Word -> Markdown, PPT -> beamer），只有Excel还会偶尔用（Python 处理比较麻烦的情况）"
307798,2,的npy，下一个
307685,550,抖m学长
307685,549,"感觉看含金量,当简历救命符用就是无上荣誉,简历够硬奖学金就是去薅钱的"
307685,541,"确实不一样,不过反正两个都被三大运营商玩坏了，从结果上也没啥区别,希望赶紧端上来，现在这个APP也不是没搞过抽象"
307774,44,这就是不玩原神导致的
307774,35,"戴着耳机压根没听到,摘下来才发现拉警报了，问了同学才想起来昨天收到了短信,不过还是想说,这也能反思？"
307637,38,"沪金高速难道不是很大的校园墙？,致敬传奇桥洞施工队"
307641,25,"应该是都看,某院要求核心学积分、全部学积分、综测全部10%，结果某些人少的专业一个过bar的都没有"
307749,6,arm挖苹果，gpu买amd，x86买intel，这下真成三姓家奴了
307641,14,通知的时候都会说有几个的，应该有浮动吧
307641,12,"小学院人少，基本被10%卡完就可以发了，答辩就是走过场,最后老师问我平时会不会和前一个答辩人的打篮球"
